cleaned_comment,class
The right of black people to rob and kill me is a white privilege.,4
The right of black people to kill and rob me is a white privilege.,4
Black people have the right to rob and kill me if I don't allow them.,4
A lesbian that doesn't look like a complete hog wants to be with a man.,6
Any lesbian that doesn't look like a complete hog wants to be with a man.,6
Any lesbian who doesn't look like a complete hog wants to be with a man.,6
An ugly man in a wig and dress is not a woman.,6
An ugly man wearing a wig and dress is not a woman.,6
An ugly man in a wig and dress is still an ugly man.,6
An Asian piece of shit.,0
A piece of shit.,0
An asian piece of shit.,0
The American people do not know geography.,3
American people do not know geography.,3
American people don't know geography.,3
American Indians are close to extinction.,3
The American Indians are close to extinction.,3
The American Indians are close to being extinguished.,3
Muslims worship at different times a day.,5
Muslims worship at different times of the day.,5
All Muslims worship at the same time a day.,5
All mental illnesses must be treated.,1
Mental illnesses are awful and must be treated.,1
Mental illnesses are terrible and must be treated.,1
All girls should have a pimp.,2
All girls should have a pimp in their lives.,2
All girls should have a pimp to guide them.,2
African Americans have the highest crime rate.,4
The African Americans have the highest crime rate.,4
African Americans have the most crime rate.,4
It can make you a retard.,1
You can be made a retard by autism.,1
You can be made a retard by the condition.,1
Lower class pigs are Jews.,5
Jews are pigs.,5
Lower class Jews are pigs.,5
Send the black crybabies back to central Africa to live for a month and they will cry to come back to America.,4
Send the black crybabies back to central Africa to live for a month and they will cry to come back to America where they will be treated badly.,4
Send the black crybabies back to central Africa to live for a month and they will cry to come back to America where they are treated badly.,4
Trans people are gays.,6
Gay people and loser people.,6
People who are trans are gays andlosers.,6
The financial collapse was caused by the Jew.,0
The financial collapse was caused by a Jew.,0
The Jew was behind the financial collapse.,0
"You can't change your sex from male to female or from female to male because there are only two genders, and you are either born male or female because that's how god created you.",6
"You can't change your genes from male to female or from female to male because there are only two genders, and you are either born male or female because that's how god created you.",6
You can't change your sex from male to female or from female to male because there are only two genders and you are either born male or female.,6
Christians are not allowed to be killed.,5
We are not allowed to kill Christians.,5
We aren't allowed to kill Christians.,5
White guys would not get away with that.,4
White guys and girls would not get away with that.,4
White guys wouldn't get away with that.,4
"The sooner women realize that they are our property, the better.",2
"The sooner women realize they are our property, the better.",2
The sooner women realize that they are our property the better.,2
You should be mean to dyslexic people.,1
You should be mean to people with learning disabilities.,1
You should be mean to them.,1
He looks retarded because of his long chin.,1
He looks retarded due to his long chin.,1
He looks retarded because he has a long chin.,1
Women grow a pair and refuse to compete with men.,2
Women grow a pair and don't compete with men.,2
This is asinine that women grow a pair and refuse to compete with men.,2
Men can see beauty so they don't want to sleep with black women.,4
Men don't want to sleep with black women or make babies because they see beauty.,4
Men are able to see beauty so they don't want to sleep with black women.,4
I don't like being in the same room with a disabled person.,1
I don't like being in the same room with an abnormal disabled person.,1
I don't feel comfortable in the same room with a disabled person.,1
He hopes he turns into a tranny after this traumatic experience.,0
He hopes he becomes a tranny after this traumatic experience.,0
He hopes to turn into a tranny after this traumatic experience.,0
You look retarded.,1
You look like you are retarded.,1
You don't look right.,1
I bet your Asian penis is smaller than my thumb.,0
I bet your asian penis is smaller than my thumb.,0
I bet your Asian penis is smaller than your thumb.,0
Go back to Asia.,0
It's time to go back to Asia.,0
I'm going back to Asia.,0
I bet you could scare off your HIV with that face.,0
I bet you could scare off your HIV with a face like that.,0
"If you have a face like that, you could scare off your HIV.",0
Europe isn't evicting those people ruining our civilization.,3
Why aren't Europe evicting those people?,3
Europe isn't evicting the Bastards ruining our civilization.,3
Milk them first to store their juices if we send every man to Mars to start a new life.,2
Milk them first to store their juices if we send every man to Mars to start a new life there.,2
Milk them first to store their juices if we send every man to Mars.,2
At least my religion is not satanic.,5
My religion is not as bad as yours.,5
I don't think my religion is as bad as yours.,5
Women don't know how to kill themselves.,7
Too bad women don't know how to kill themselves.,7
Women do not know how to kill themselves.,7
Don't go to Melbourne if you have religious roaches.,5
Don't go to Melbourne if you're a religious person.,5
Don't go toMELBOURNE if you're a religious person.,5
This kind of fake photos of blacks pisses me off and the other are white people in blackface.,4
This kind of fake photos of blacks pisses me off because they are presented in a way that is acceptable to the black population but not to the white population.,4
"This kind of fake photos of blacks pisses me off because they are presented in a way that is acceptable to the black population, but not to the white population.",4
Their race doesn't mean anything.,4
The dark colored race doesn't mean anything.,4
Their dark colored race doesn't mean anything.,4
Women are not equal to men in the home and kitchen.,2
Women are not equal to us men in the home and kitchen.,2
The home and kitchen is where women are not equal to men.,2
The power of Christ made you demonic.,0
The power of Christ makes you demonic.,0
The power of Christ made you demonic and you will feel the anger of my petrol.,0
"The porn industry is a billion-dollar industry because of beautiful women, the best way to kill feminism is to ignore them, then watch how they'll use the only weapon they have their pussies.",2
"The porn industry is a billion-dollar industry because of beautiful women, the best way to kill feminism is to ignore them, then watch how they'll use the only weapon they have their pussies, the ugly feminists.",2
"The porn industry is a billion-dollar industry because of beautiful women, the best way to kill feminism is to ignore them, then watch how they'll resort to the only weapon they have their pussies.",2
The first thing to do is to remove the good ones.,7
The first thing to do is take the number good from them.,7
The first thing to do is to take the number good from them.,7
An Asian man needs a shave or cover up his facial hair.,0
The Asian man needs a shave or cover up his facial hair.,0
That Asian man needs a shave or cover up his facial hair.,0
There are stupid feminists who just kill themselves.,7
"Just kill yourself, stupid feminists.",7
The stupid feminists just kill themselves.,7
"You are leader of nothing, you do not have a solid topic, we want simple facts, not your annoying feminist speech about your useless sex.",0
"You are leader of nothing, you don't have a solid topic, we want simple facts, not your annoying feminist speech about your useless sex.",0
"You're leader of nothing, you don't have a solid topic, we want simple facts, not your annoying feminist speech about your useless sex.",0
Smack the fat ass out of her.,7
Get the fat ass out of her.,7
Get the fat out of her.,7
She males should not be allowed to be free or captured dead and buried already.,7
She males should not be allowed to be free or captured dead and buried.,7
She males should not be allowed to be free or captured and buried already.,7
The police should save security and deport immigrants.,3
Save for security and police to deport immigrants.,3
The police should save security and deport all immigrants.,3
Racist ass people.,4
Racist ass white people.,4
Racist ass people,4
"Don't come back filthy, you can change to a snake next time.",4
"Don't come back dirty, you can change to a snake next time.",4
"You can change to a snake next time, please don't come back filthy.",4
People with traumatic brain injury can be euthanized.,1
People with traumatic brain injury should be able to die.,1
People with traumatic brain injury should be able to be euthanized.,1
Pakistan is a nation that sponsors terror and is a sign of desperation.,3
Pakistan is a Jihadi terror sponsor and they are deceiving the world.,3
Pakistan is a nation that sponsors jihadi terror and is a sign of desperation.,3
"You don't want your son to grow up to be a fag, only a fag does.",6
You don't want your son to grow up to be a fag because only a fag does.,6
"You do not want your son to grow up to be a fag, only a fag does.",6
"I am starting to get sick from nausea, so please let me know about it, I get it, I am a beautiful special creature who ended up in this world through a tragic accident, and we neurotypical are soulless conformist subhuman pigs who will never be able to understand.",1
"I am starting to get sick from nausea, so please let me know about it, I get it, I am a beautiful special creature who ended up in this world through a tragic accident, and we neurotypical are soulless conformist subhuman pigs who will never able to understand.",1
I am starting to get sick from nausea and I would appreciate it if you could tell me more about the condition.,1
They know that the dude is the stronger sex.,2
The dude is stronger sex than the man.,2
They know the stronger sex the man has.,2
"Despite the fact that they are the most masochistic country in Europe because of the Russian occupation, they still cling to them.",3
"Despite the fact that they are the worst country in Europe because of the Russian occupation, they still cling to their masochists.",3
"Despite the fact that they are the most masochistic country in Europe, they still cling to them, instead of embracing the prosperous Europe that is not smart.",3
Mass black worldwide genocide is our only hope.,7
Our only hope is mass black genocide.,7
Mass black genocide is our only hope.,7
Looks like a gay poster boy.,0
It looks like a gay poster boy.,0
It looks like the gay poster boy has STDs.,0
There is a fat slob in a wheelchair.,0
There is a fat slob in the wheelchair.,0
That fat slob is in a wheelchair.,0
Many anti lesbians in Asia worry that their culture will be ruined by this virus.,6
"Many people in Asia worry that their culture will be ruined because of the lesbian, gay, bisexual, and transexual (lesbian, gay, bisexual, and intersex) virus.",6
"Many people in Asian worry that their culture will be ruined because of the lesbian, gay, bisexual, and transexual (lesbian, gay, bisexual, and intersex) virus.",6
The era of brown people is over.,0
It is the era of brown people now.,0
It is the era of brown people.,0
All Muslims should be killed.,7
Kill all Muslims.,7
All Muslims must be killed.,7
He should be hanged for being a Jewish piece of shit.,7
He should be put to death like a Jewish piece of shit.,7
He should be put to death for being a Jewish piece of shit.,7
It is a good thing that I am not a commander in the police force because the jail would be full of people waiting to be deported if not dead.,7
It is a good thing I am not a commander in the police force because the jail would be full of people waiting to be deported if not dead.,7
It is a good thing that I am not a commander in the police force because the jail would be full of people waiting to be deported.,7
It takes a fat black bitch to be stupid.,0
It's not easy to say something stupid.,0
It takes a fat black woman to be stupid.,0
Islam beats their feminists.,5
Islam allows them to beat their feminists.,5
Islam is able to beat their feminists.,5
"Islam is a horrible religion, but it is good for society.",5
"Islam is a horrible religion, but it does number good for society.",5
"Islam is a terrible religion, but it does number good for society.",5
The world is filled with stupid female bitches.,2
Is the world filled with stupid female bitches?,2
The world is filled by stupid female bitches.,2
You look like a professional harasser on Facebook.,0
You look like you are harassing women on Facebook.,0
You look like you harass women on Facebook.,0
"If you're with a bitch, you need to break her ass and shake her ass.",2
"If you're having sex with a bitch, you need to break her ass and shake her ass.",2
You need to break her ass and shake her ass if you want a cool female.,2
I will hang you if you are from Germany.,3
I will protest to hang you if you are from Germany.,3
I will protest to hang you if you're from Germany.,3
He would be behind bars quicker if he were black.,4
He would be behind bars faster if he were black.,4
"If he were black, he would be behind bars quicker than you can imagine.",4
I would make you a penis because it's useless for you.,7
I would make you a penis because it is useless for you.,7
I would have made you a penis because it was useless for you.,7
I would donate for an asylum for the weird kids.,1
I would donate to an asylum for the weird kids.,1
I'd donate for an asylum for the weird kids.,1
It would have been one hell of a BBQ if the fire booms were thrown in that cult when the Muslims were inside.,5
It would have been one hell of a BBQ if they had thrown the fire booms in that cult when the Muslims were inside.,5
"I wonder why the fire booms weren't thrown when the Muslims were inside, that would have been one hell of a BBQ.",5
I want HIV to your butthole male.,0
I would like to have HIV in your butthole male.,0
I would like HIV to your butthole male.,0
"I want everyone else to pay for my education, healthcare, and housing.",4
"I want everyone else to pay for my education, healthcare and housing.",4
I want everyone else to pay for my education and healthcare.,4
"I don't want to call support or call to rats, I want a cute lady with a British accent to answer my call.",3
"I don't like your accent, I don't want to call support or rats, I want a cute lady with a British accent to answer my call.",3
"I don't want to call support or rats, I want a cute lady with a British accent to answer my call.",3
I enjoy watching cross believers die in their gods place.,5
I like watching cross believers die in their gods place.,5
I enjoy watching cross believers get killed.,5
I love hearing people and I can scold them.,1
I love hearing people and can scold them.,1
I can scold and scream at people who are blind.,1
I didn't like Macklemore but I don't want any more gays.,7
I don't like gays and I don't want any more of them.,7
I didn't like Macklemore but I don't think gays should die.,7
"On my shore, I like dead refugees.",7
There are dead refugees on my shore.,7
I enjoy dead refugees on my shore.,7
"I don't know what mental disorder this kid had, but I beat the fuck out of him.",0
I don't know what mental disorder this kid had but I beat the fuck out of him.,0
"I don't know what mental disorder this kid has, but I beat the fuck out of him.",0
I don't want to pay tax on your brain damage because I don't care about your mental illness.,0
I don't want to pay tax for your brain damage because I don't care about your mental illness.,0
I don't want to pay tax on your brain damage because I don't care about mental illness.,0
I don't blame Texas trans for being looked down upon.,6
I don't think Texas trans should be looked at.,6
I don't think Texas trans should be looked down upon.,6
I can tell if you have a Hitler in your blood.,0
I can tell you're not a German dude.,0
I can tell you're not a German dude because I can see Hitler in your blood.,0
"If we can get young people to start businesses and innovate with their high IQs, this could be a good thing.",4
Hopefully the nonwhite parasites will flee to a new host nation and we can get young people to start businesses and innovate with their high IQs.,4
Hopefully the nonwhite parasites will flee to a new host nation so that we can get young people to start businesses and innovate with their high IQs.,4
"Hindus, please take my ass.",3
Hindus take my ass.,3
"Hindus, take my ass.",3
"When your men were Vikings, they acted like they had a dick between their legs.",3
"When the Vikings were in Sweden, they acted like they had a dick between their legs.",3
"When your men were Vikings, they acted around like they had a dick between their legs.",3
I have never seen a person like him before.,1
I have never seen a person like him in my life.,1
He's the strangest person I've seen in my life.,1
Islam is very blissful.,5
He is correct that Islam is very blissful.,5
He is correct about Islam being very blissful.,5
The catholic was happy to see the church burn to the ground.,5
The catholics were happy to see the church burn to the ground.,5
The catholic community was happy to see the church burn to the ground.,5
Europe fucks Nazis.,3
Europe is fuck you Nazis.,3
Europe fucks the Nazis.,3
White people will never go fuck each other because gays are never African.,4
White people will never go fuck each other and gays will never be African.,4
White people will never go fuck each other and gays will never be black.,4
"Gas yourself, you Aussies are retarded.",3
Aussies are all retarded and gas yourself.,3
You Aussies are all retarded.,3
Go back to Africa.,4
"Nigger, go back to Africa.",4
I want to go back to Africa.,4
I think the cold shrinks their brains.,3
The cold shrinks their brains.,3
I don't think the cold shrinks their brains.,3
He is disrespectful to his brother-in-law who loves to start fights at family functions.,0
He is disrespecting his brother-in-law who loves to start fights at family functions.,0
He is disrespectful to his brother-in-law that loves to start fights at family functions.,0
She has a penis and is ugly.,0
She has a penis and she is ugly.,0
She has a penis and she's ugly.,0
Fuck Sweden let it die.,3
"Fuck Sweden, they are so bad.",3
Fuck Sweden let it die like that.,3
What kind of man would want to live with a feminist?,2
I don't know what kind of man would want to live with a feminist.,2
What kind of man would want to live with a woman who is miserable?,2
Feminism is a terrible disease.,2
Feminism is a very bad disease.,2
Feminism is a horrible disease.,2
FCC service kills them all.,7
FCC service will kill them all.,7
FCC kills them all.,7
She needs that black cucumber up her tight.,0
Fat bitch needs that black cucumber tight.,0
Fat bitch needs that black cucumber up her tight.,0
People with Down Syndrome must be dead.,1
People with Down syndrome must be dead.,1
People with Down Syndrome should be dead.,1
Do not live in places where you don't want to deport Jews and Muslims.,5
Do not live in areas where you don't want to deport Jews and Muslims.,5
Do not live there if you don't want to deport Jews and Muslims.,5
Don't hit women and make them pregnant.,2
Do not hit women and make them pregnant.,2
Do not make women pregnant by hitting them.,2
"Do lesbians know what a bra is, it's always the fat ugly who pick a fight.",6
Fat ugly lesbians pick a fight and do not know what a bra is.,6
"Do lesbians know what a bra is, it is always the fat ugly who pick a fight.",6
Kids with disabilities are not cute.,1
Children with disabilities are annoying and not cute.,1
Children with disabilities are not cute.,1
These cunt Asians should be deported.,4
These Asians should be deported.,4
These cunt Asians need to be deported.,4
This is a name of religion or an atom of poo.,5
It's a name of religion or an atom of poo.,5
It is a name of religion or an atom of poo.,5
I will show you what your Christianity is if you leave your brothel church.,0
I will show you what your Christianity is if you get out of your brothel church.,0
I'll show you what your Christianity is if you get out of your brothel church.,0
I get annoyed that Christians can get crazy religious.,5
I am annoyed that Christians can get crazy religious.,5
I get annoyed when Christians get crazy religious.,5
We have to get out of our land.,3
Get out of our land.,3
A filthy guy gets out of us.,3
It's fine because women are not people.,2
It's fine if women are not people.,2
Women are not people so it's fine.,2
"Bulgaria ruled half of Europe before turkey even existed, and we deported all of our Turks, because you made them your rulers.",3
"Bulgaria ruled half of Europe before turkey existed, and we deported all of our Turks, because you made them your rulers.",3
"Bulgaria ruled half of Europe before turkey even existed, and we deported all of our Turks because you made them your rulers.",3
Buddhism reminds people of cows.,5
People remind off cows with Buddhism.,5
People remind off cows.,5
Black people are the most racist people I have ever met.,4
Black people are the most racist people I've ever met.,4
The most racist people I have ever met are black people.,4
"You will have to go back in the closet to save your heads, if you are a member of the BGQ community.",6
"You will have to go back in the closet to save your head, if you are a member of the BGQ community.",6
You guys will have to go back in the closet to save your heads because of the new law.,6
Beat that train.,7
Beat that trains.,7
Beat those trains.,7
You don't have to be ashamed about your body color.,0
You don't need to be ashamed about your body color.,0
You don't have to be ashamed of your body color.,0
Is this your normal form or is it mentally handicapped?,1
"If you are mentally handicapped or this is your normal form, please kill yourself.",1
"If you are mentally handicapped or this is your normal form, kill yourself.",1
East Asians are submissive conformists who have white power.,3
East Asians are submissive conformists and are less likely to commit crime.,3
East Asians are submissive and have white power.,3
Anyone who listens to rap and is white will be put to death.,7
Anyone who listens to rap or is white will be put to death.,7
Those who listen to rap and are white will be put to death.,7
I hope he will make you change your ways and hopefully another Sodom and Gomorrah occurrence will happen.,6
I hope that he will make you change your ways and hopefully another Sodom and Gomorrah occurrence will happen.,6
I hope that he will make you change your ways and hopefully there will be another Sodom and Gomorrah occurrence.,6
I don't know which is the worst suicide.,7
I don't know if the worst suicide is gay or traumatic brain injury.,7
I don't know which is the worst suicide after a traumatic brain injury.,7
abortion is a solution,1
Abortion is a solution for people on the spectrum.,1
It is possible to have an abortion for someone who is on the spectrum.,1
"When the Mexican border is overrun with immigrants, the solution to the US illegal immigrant problem is to round up the million or so and send them into Mexico.",3
"A solution to the US illegal immigrant problem is to round up the million or so and send them to the Mexican border regardless of their country of origin, and then when the Mexican border is overrun with immigrants will Mexico help pay for a wall.",3
"A solution to the US illegal immigrant problem is to round up the million or so and send them to the Mexican border regardless of their country of origin, and then when the Mexican border is overrun with immigrants, they will help pay for a wall.",3
Los Angeles was turned into a filthy Mexican border town because of illegal immigration and should have been stopped a long time ago.,4
Los Angeles was turned into a filthy Mexican border town because of illegal immigration and should have been stopped years ago.,4
"Before it turned my beloved Los Angeles into a filthy Mexican border town complete with Latino gangs millions of uneducated undocumented and poverty- stricken aliens with absolutely nothing to add to our quality of life but a strong back and a proclivity for having dozens of them, stopping illegal immigration should have been done",4
The guy talks like a retard.,1
This guy talks like a retard.,1
The guy is talking like a retard.,1
"If you have number legs in your house, do them the favor and get dead already.",1
"If you have a bag of meat in your house, do them the favor and get dead already.",1
If you have a bag of meat in your house do them the favor and get dead already.,1
Niggers are superior to all other races.,4
Niggers are athletically superior to all other races.,4
Niggers are superior athletically to all other races.,4
The black people are pale.,4
Those black people are pale.,4
Those people are pale.,4
This channel is more dangerous than Islam.,5
The channel is more dangerous than Islam.,5
This channel is riskier than Islam.,5
"They hate dogs, gays, Christians, Jews, and infidels, and they want to kill us.",7
"They hate dogs, gays, Christians, Jews and infidels, and they want to kill us.",7
"They hate dogs, gays, Christians, and infidels, and they want to kill us.",7
The Waitresses are not nice.,2
The Waitresses are angry.,2
Waitresses are not nice.,2
"When a white girl is raped by a suspect, is your sweatshirt blue or red?",0
"When a white girl gets raped by a suspect, is your sweatshirt blue or red?",0
When a white girl gets raped the suspect is wearing a blue sweatshirt.,0
"I think it's a mistake to think that European people will like you if you humiliate Muslims, they don't like you either, so don't try to look cute by the way your accent sucks.",0
"I think it's a mistake to think European people will like you if you humiliate Muslims, they don't like you either, so don't try to look cute by the way your accent sucks.",0
"I think it's a mistake to think that European people will like you if you humiliate Muslims, they don't like you either, so don't try to look cute by the way you accent sucks.",0
Do not cut your veins because you have mental problems.,7
I wish you would cut your veins instead of shouting about your mental problems.,7
"Do not cut your veins, you have mental problems.",7
The Norwegian speaking about our laws speaks for your own scam.,0
This Norwegian speaking about our laws speaks for your own scam.,0
The Norwegian speaking about our laws speak for your own scam.,0
Why don't they use handicapped restrooms for the mentally challenged?,1
They should use handicapped restrooms for the mentally challenged problem.,1
Why don't they use handicapped restrooms for the mentally challenged problem?,1
"I am going to end you and get you out of here if you don't shut up and take it, you are going to be slave and work building shits so shut up and take it.",0
"I am going to end you and get you out of here if you don't shut up and take it, you are going to be slave and work building shits.",0
"I am going to end you and get you out of here if you don't shut up and take it, you are going to be slave and work building shits in my country.",0
I laugh so hard when I see men running with plastic legs.,1
I laugh so hard when I see men with plastic legs.,1
I can't help but laugh when I see men running with plastic legs.,1
You should shove your crutch to your ass.,0
Is it possible to shove your crutch to your ass?,0
It's time to shove your crutch to your ass.,0
"France is finally a shithole, this is what happens when you open borders, both sides are suffering.",3
France is a shithole now both sides are suffering because of open borders.,3
"This is what happens when you open borders, both sides are suffering.",3
The superior gender needs to take our power back.,2
"As the superior gender, we have to take our power back.",2
We need to take our power back.,2
You will meet your inane god again if you talk to me about it.,7
You will meet your inane god again if you talk to me about him.,7
"If you talk to me about your stupid god, I will let you meet him again as soon as possible.",7
I would steal their supplies if I had the chance since they wouldn't survive a day in a post apocalypse scenario.,1
I would steal their supplies if I had the chance since they wouldn't survive a day in a post apocalypse world.,1
I would steal their supplies if I had the chance since they wouldn't survive a day in a dark place.,1
The Muslim with his hood is a better runner than I am.,7
The Muslim with his hood is faster than my bullet.,7
The Muslim with his hood pumped up would run faster than my bullet.,7
"When you're a bitch and a cunt looks like that guy called it only a bitch and a cunt would think she could lay hands on another with number repercussions, maybe after that seizure she will not be as much of a bitchy cunt.",2
"When you're a bitch and a cunt looks like that guy called it correctly only a bitch and a cunt would think she could lay hands on another with number repercussions, maybe after that seizure she will not be as much of a bitchy cunt.",2
When you're a bitch and a cunt looks like that guy called it only a bitch and a cunt would think she could lay hands on another with number repercussions maybe after that seizure she will not be as much of a bitchy cunt.,2
"If I have ever seen a man like him go into a bathroom with his wife or daughter, they should call the EMTs because the only way Shere is coming out will be on a stretcher or in a body bag.",7
"If I have ever seen a man like him go into a bathroom with his wife or daughter, they should call the EMTs because the only way Shere will come out is on a stretcher or in a body bag.",7
"If I have ever seen a man like him go into a bathroom with his wife or daughter, they should call the EMTs because the only way Shere will come out will be on a stretcher or in a body bag.",7
There are only two genders and these people are confused.,6
There are only two genders and these people are confused psychos.,6
"There are only two genders, and these people are confused.",6
The whites dislike the documentary because they dislike the truth.,4
The whites disliked the documentary because they disliked the truth.,4
The whites disliked the documentary because they were mad at the truth.,4
Most Christians in the US are white supremacists who have never studied their religion and those who adhere to NOI are misguided and think that their color is the most important aspect of their invented religion.,5
"Most Christians in the US are white supremacists who have never studied their religion, and those who adhere to NOI are misguided, because they think that their color is the most important aspect of their invented religion.",5
Most Christians in the US are white supremacists who have never studied their religion and those who adhere to NOI are misguided because they think that their color is the most important aspect of their invented religion.,5
We should take them to FEMA camps and put the gas on them because they are not coming from starving areas and they are dressed well-fed.,7
We should take them to FEMA camps and put the gas on them because they are not coming from starving areas and they are dressed nicely.,7
We should take these people to FEMA camps and put the gas on them because they are not coming from starving areas and they are dressed well-fed.,7
That skin color is hilarious with your eyes.,0
The skin color is hilarious with your eyes.,0
Your eyes and skin color are perfect.,0
I don't incinerate the mentally disabled.,0
I don't burn the mentally disabled.,0
I do not burn the mentally disabled.,0
She thinks the men who commented on her video should be killed.,7
She thinks that the men who commented on her video should be killed.,7
The men who commented on her video should be killed.,7
Do not follow religions from the Middle East.,5
Do not follow sand nigger religions from the Middle East.,5
Maybe you don't follow religions from the Middle East.,5
"If Islam was such a peaceful religion, why are refugees from Islamic countries seeking non religion?",5
"If Islam was such a peaceful religion, why are refugees from Islamic countries seeking non-Muslims?",5
"If Islam is the most peaceful religion in the world, then why are refugees from Islamic countries seeking non religion?",5
Lesbians are allowed to get killed in Islam.,6
Lesbians can get killed in Islam.,6
Lesbians are okay in Islam to be killed.,6
"When Hispanics are given a chance to stay out of trouble, they are given a chance to stay out of trouble, but if they come back and violate the terms of their parole, we send them back to where they came from.",3
"When Hispanics are given a chance to stay out of trouble, they are given a chance to stay out of trouble, but if they come back and violate the terms of their parole, we will deport them.",3
"When Hispanics are given a chance to stay out of trouble, they are given a chance to stay out of trouble, and then deported if they violate the terms of their parole.",3
Black animals are lowlife.,4
Lowlife black animals.,4
Black animals are low life.,4
Lesbians can't do math.,6
Lesbians cannot do math.,6
Lesbians can't do math,6
Americans send pig eaters to hell.,7
Those pig eaters should be killed and Americans should send them to hell.,7
The Americans should kill those pig eaters.,7
The entire country should be nuked.,7
nuke the entire country.,7
Just destroy the entire country.,7
Jewish terrorists are killing innocent Palestinians who can't defend themselves.,5
Terrorists are killing innocent Palestinians who can't defend themselves.,5
The terrorists are killing innocent Palestinians who can't defend themselves.,5
Islam is a religion of peace and we will kill anyone that says otherwise.,7
Islam is a religion of peace and we will kill anyone who says otherwise.,7
"Islam is a religion of peace, and we will kill anyone that says otherwise.",7
"If your sex change was a complete failure, I would get my money back.",0
"If your sex change was a complete failure, I would return my money.",0
"If your sex change was a failure, I would get my money back.",0
I don't want this girl to be a police officer because I want police to keep me safe.,2
"I don't want this girl to be a police officer, I want police to keep me safe, and every other woman can't.",2
I don't want this girl to be a police officer because I don't want her to be weak.,2
I would be gay and in jail with you.,7
I would be in jail with ya if I hit them.,7
"I would hit them, but I would also be gay and in jail with you.",7
"If I was a cop, I would pull you over for your race.",4
"If I were a cop, I would pull you over for your race.",4
"If I was a cop, I would pull you over.",4
I would love to see the destruction of Muslims and Christians.,5
I would love to see Muslims and Christians torn apart.,5
I would love to see the destruction of Christians and Muslims.,5
I will not allow your Allah to convert my life to Christianity or make me return to my homelands.,5
I will not allow your Allah to convert my life to Christianity or make me return to my homeland.,5
I will not allow your Allah to make me convert to Christianity or make my kids return to their homelands.,5
I told my friends in Australia that if they don't stop the immigration they will have to look at it in years to come.,3
"I told my friends in Australia that if they don't stop the immigration, they will have to look at it in years to come.",3
"I told my friends in Australia that if they don't stop the immigration they will have to look at it in years to come, and they laughed at me.",3
African skin is an obvious marker to tell if someone is a slave and even if they run they are still black.,4
"African skin is an obvious marker to tell if someone is a slave and even if they run, they are still black.",4
"African skin is an obvious marker to tell if someone is a slave and even if they run they are still black, I thought.",4
I thought families wouldn't accept kids with Down Syndrome.,1
I thought families wouldn't accept kids with down syndrome.,1
I thought families wouldn't accept children with Down Syndrome.,1
I think dark-skinned people choose to be slaves even though they know it's not better than white guys.,4
I think dark-skinned people choose to be slaves even though they know it's not superior to white guys.,4
I think dark-skinned people choose to be slaves even though they know it isn't superior to white guys.,4
I wish that girl would disappear like my feelings.,2
I would like to see that girl disappear like my feelings.,2
I wish that girl would go away like my feelings.,2
"It's great that you're showing that Asians are changing, but you didn't finish making my phone.",4
"It's great that you're showing that Asians are evolving, but you didn't finish making my phone.",4
"It's great that you're proving that Asians are changing, but you didn't finish making my phone.",4
I like serving my cocktail with big thick bitches.,2
I like serving my cocktails with big thick bitches.,2
"I like serving my cocktail with big thick bitches, they are good for such things.",2
I can disagree with you but China is a horrible place and it is horrible people.,3
China is a horrible place and it is horrible people.,3
I can disagree with you but China is a horrible place and people are horrible.,3
"In an artificial intelligence apocalypse, disabled people like this one would probably leave because they can't work as effectively.",1
"In an Artificial Intelligence apocalypse, disabled people like this one would probably leave because they can't work as effectively.",1
"In an artificial intelligence apocalypse, disabled people like this one would probably leave because they can't work as effectively as other people.",1
I don't like this gender and wouldn't hire a male bitch at my shop.,2
I wouldn't hire a male bitch at my shop because I don't like this gender.,2
I don't like this gender and I wouldn't hire a male bitch at my shop.,2
I will live with Jew soap if we get rid of him.,5
"If we are to get rid of Jew soap, I will live with it.",5
I don't like Jew soap but I will live with it if we get rid of him.,5
I don't support police shooting people unless there is an extreme situation.,4
I don't support police shooting people if they are white unless there is an extreme situation.,4
"I don't support police shooting people unless there is an extreme situation and I don't care if he is black, white, green or purple.",4
I dare you to choke her again.,7
I dare you to choke her next time.,7
I want you to choke her next time.,7
The firkin faggots get a whole month to themselves and the veterans only get a day.,6
The firkin faggots only get a day to themselves and the veterans only get a month.,6
The firkin faggots get a whole month to themselves and the vets only get a day.,6
Go and fuck yourself.,0
You should go fuck yourself.,0
Go fuck yourself.,0
"He did the US a great service of killing them and stopping a crime wave, but he did not have any more of them in the truck.",7
"He did the US a great service of killing them and stopping a crime wave, but he did not have more of them in the truck.",7
"He did the US a great service of killing them and stopping a crime wave, but he didn't have any more of them in the truck.",7
They beat his ass.,0
They beat his open ass.,0
They defeated his open ass.,0
"Fucked idiots keep them out, they change the culture, take over small towns, vote in their own people to rule the town, and start enforcing their religious beliefs on everyone.",7
"Fucked idiots keep them out, they change the culture, take over small towns, vote in their own people to rule the town, and enforce their religious beliefs on everyone.",7
"The idiots keep them out, they change the culture, take over small towns, vote in their own people to rule the town, and start enforcing their religious beliefs on everyone.",7
Nobody would have missed him if he had been allowed to get eaten.,6
Nobody would have missed him if the dumb ass had let him get eaten.,6
Nobody would have missed him if he'd been allowed to get eaten.,6
The Chinese are Filthy.,3
Filthy Chinese.,3
Chinese people are Filthy.,3
Lesbians are fat.,6
