comment,class,cleaned_comment
all those dislikes are from fucking homophopes,0,All those dislikes are from fucking homophones
"All theses people talking about Nigeria, since when have they cared about nigeria?  They find it now to care about Nigeria to be relevenat, those who were killed were farmers and Nigeria is living peacefully with it's Muslims.  Sure there are terrorist attacks every now and then, but we must remember that those who do kill the innocent are not Muslims.  Many terrorists or groups use religion as an excuse. How come Isis are killing their own people?  How come Iraqi forces are trying to drive isis Muslims out?  Why? Cause they are scum who are not Muslims.",0,"All these people talking about Nigeria since when have they cared about Nigeria they find it now to care about Nigeria to be relevant those who were killed were farmers and Nigeria is living peacefully with it is Muslims sure there are terrorist attacks sometimes, but we must remember that those who do kill the innocent are not Muslims many terrorists or groups use religion as an excuse how come Isis are killing their own people how come Iraqi forces are trying to drive Isis Muslims out why because they are scum who are not Muslims"
"All these problems men have, and no one will ever care.",0,All these problems men have and number one will ever care
All asian people look identical to this one. He is the mother of Asia,0,"All Asian people look identical to this one, he is the mother of Asia"
‚Äúeveryone wins‚Äù yeah except for the little girls you're trying to rape,0,Everyone wins yeah except for the little girls you're trying to rape
 Sorry that I was born as an Indian... ,0,Sorry that I was born as an Indian
" I support trans people's rights to be free of discrimination, but biological males should not be allowed to compete against women in athletic competitions",0,"I support trans people's rights to be free of discrimination, but biological males should not be allowed to compete against women in athletic competitions"
With her nose she can detect an immigration officer from 70 yards,0,With her nose she can detect an immigration officer from yards
you should be allowed to be gay you should also be allowed to hate gay people thats freedom i can be myself and people can hate me for it i believe it is my full right to jack off to chris hemsworth and i believe it is a businesss right to not serve me for that it might not be right but its fair and freedom doesnt discriminate on ethics,0,"You should be allowed to be gay you should also be allowed to hate gay people that s freedom I can be myself and people can hate me for it, I believe it is my full right to jack off to Chris Hemsworth and I believe it is a businesses right to not serve me for that it might not be right, but it is fair and freedom doesn't discriminate on ethics"
You said he but still not convinced this is a male. A sorely lost hipster girl maybe though,0,You said he but still not convinced this is a male a sorely lost hipster girl maybe though
Wow does ur mom know how gay u are,0,"wow, do you re mom know how gay you are"
"Women cannot create children, only men can do that. Women can bear children.",0,Women cannot create children only men can do that women can bear children
What the fuck stupid people !!!,0,What the fuck stupid people
this the type of dude you see on chat roulette at 2:39am,0,this is the type of dude you see on chat roulette at
They should have beat his ass. He deserves it.,0,They should have beat his ass he deserves it
"I don't see why we don't just create a transgender category. Seems the most obvious and fair solution. Great athletes will still compete. And the playing field will be as level as can be.  I mean we create weight categories to maximise the fairness of boxing/mma fights. We recognise that just because two people are both male they compete at different levels.  We can do the same for transgender athletes, surely?",0,"I do not see why we do not just create a transgender category seems the most obvious and fair solution great athletes will still compete, and the playing field will be as level as can be I mean we create weight categories to maximize the fairness of boxing fights we recognize that just because two people are both male they compete at different levels we can do the same for transgender athletes surely"
"You guys I fell so bad, I hope this don’t happen again. Im a Islam",0,You guys I fell so bad I hope this does not happen again I am an Islam
You cannot take my gun from home. My gun is my protection. I will kill everyone who tries to enter my home without my approval,0,You cannot take my gun from home my gun is my protection I will kill everyone who tries to enter my home without my approval
You are fat and ugly. I suppose that makes you fugly :),0,You are fat and ugly I suppose that makes you fugly
"Yet there is vastly more money spent on breast cancer, than prostate cancer, this is lethal discrimination. ",0,Yet there is vastly more money spent on breast cancer than prostate cancer this is lethal discrimination
Why are you still on the air? Shit,0,Why are you still on the air shit
What would the abuser doing to her around the neck? Stupid dick (the abuser),0,What would the abuser doing to her around the neck stupid dick the abuser
Well this is like exactly how I feel. Except I don't want to be straight.,0,Well this is like exactly how I feel except I do not want to be straight
WE HATE OUR LEADERS. LEARN FROM EROPEANS AND LEARN FROM AMERICANS. THEY ARE BETTER THAN OUR LEADERS.WE ARE NOT ELECTING GOOD LEADRES WE ARE ELECTING CRIMINALS.,0,We hate our leaders learn from Europeans and learn from Americans they are better than our leaders we are not electing good leaders we are electing criminals
We are proud to be an Indian Muslim,0,We are proud to be an Indian Muslim
"To the lady that can barely speak English and then look down upon her own people, that's disgraceful.",0,To the lady that can barely speak English and then look down upon her own people that's disgraceful
this is probably the first time i’ve seen someone who looks like a child and pedophile at the same time,0,This is probably the first time I have seen someone who looks like a child and pedophile at the same time
They don't clean up the rubbish that they all throw on the floor the place looks a mess.,0,They do not clean up the rubbish that they all throw on the floor the place looks a mess
"They are violent fucking savages what the fuck did you think would happen? We wont be thrown around, this is our continent and our responsibility to preserve.",0,They are violent fucking savages what the fuck did you think would happen we will not be thrown around this is our continent and our responsibility to preserve
These people do not represent Islam!!,0,These people do not represent Islam
These girls are so pretty seriously. Being autistic is such an interesting experience and I am happy to be autistic!,0,These girls are so pretty seriously being autistic is such an interesting experience and I am happy to be autistic
"There are no traditional German values. Germany was unified very late, so regional values and traditions still rank higher than modern ""German"" values.",0,There are number traditional German values Germany was unified very late so regional values and traditions still rank higher than modern German values
The Resistance avenge women and children killed by US and Allies !!!,0,The resistance avenge women and children killed by us and allies
the only thing that annoys me is noisy neighbours and their music.,0,The only thing that annoys me is noisy neighbors and their music
"The mountain is near the black sea, no wonder we are called caucasian",0,The mountain is near the Black Sea number wonder we are called Caucasian
"The lady on sitting on the left, with the yellow jacket, is the epitome of a ""smart retard"".",0,The lady on sitting on the left with the yellow jacket is the epitome of a smart retard
the girl in glasses is so freaking cute! what's her channel??,0,The girl in glasses is so freaking cute what is her channel
"The fear of approaching a girl while not being a lesbian is so real. You're spot on. You want to be flirty and everything but at the back of your head you always have ""what if she's not cool with me not being a lesbian"". I'm pan, but I kinda gave up on relationships with women (both born women and trans women) quite some time ago, because the amount of ""you're gonna leave me for a guy"", or constant ""are you sure you like girls and it's not a phase?"" or ""I can' be with someone who is not true to themselves (as in I'm actually a lesbian but I don' want to admit it)"" and other bs was just too much. They were never worried about another woman btw, it was always either about men or questioning validity of my sexuality. It's really quite sad, because other than that each of my exes were really strong, confident women. Except when it was about my sexuality.",0,"The fear of approaching a girl while not being a lesbian is so real you're spot on you want to be flirty and everything but at the back of your head you always have what if she is not cool with me not being a lesbian I am pan but I kinda gave up on relationships with women both born women and trans women quite some time ago because the amount of you're going to leave me for a guy or constant are you sure you like girls, and it is not a phase or I can be with someone who is not true to themselves as in I am actually a lesbian but I don't want to admit it and other BS was just too much they were never worried about another woman btw it was always either about men or questioning validity of my sexuality it is really quite sad because other than that each of my exes were really strong confident women except when it was about my sexuality"
"The fact that shes only representing black lives seems kinda ironic to me. lol shouldnt it be all lives?… Not just black ones. She clearly thinks her race is more supirior she even admits shes racist, joking or not thats the only fact she said in the whole video.",0,The fact that she is only representing black lives seems kinda ironic to me lol shouldn't it be all lives not just black ones she clearly thinks her race is more superior she even admits she is racist joking or not that's the only fact she said in the whole video
"That’s wrong! Even though they disagree with her beliefs, they have no right to put their hands on a woman",0,that's wrong even though they disagree with her beliefs they have number right to put their hands on a woman
that was scripted right? please let that be scripted. No real human would have said any of those things,0,That was scripted right please let that be scripted number real human would have said any of those things
That is a lot of really dumb people in one room. Wow,0,That is a lot of really dumb people in one room wow
that girl who pushed her needs to pay personally for all the family's medical bills lol. only fair,0,That girl who pushed her needs to pay personally for all the families medical bills lol only fair
"Thank you John, for sharing this experience with us, people. What I wanna say to refugees is, stay strong! Although our current president is... failing to help you, I will be there at Washington DC protesting for you. The people who suffered the most should be saved from evil!",0,"Thank you john for sharing this experience with us people what i want to say to refugees is stayed strong, although our current president is failing to help you I will be there at Washington DC protesting for you the people who suffered the most should be saved from evil"
Tell me where to ship this comfy electric chair for your kid,0,Tell me where to ship this comfy electric chair for your kid
Syria war is over they can go back its safe now.,0,Syria war is over they can go back it is safe now
stupid dumb ass,0,Stupid dumb ass
STOP PUTTING THIS IN MY RECOMMEND WTF I'M NOT GAY,0,Stop putting this in my recommend WTF I am not gay
"So, in other words, women's rights are freedom from responsibility and men's rights are responsibility. Is she serious?",0,So in other words women's rights are freedom from responsibility and men rights are responsibility is she serious
"So proud of you mom, wish Allah give you strong. Just saying Alhamdulillah to your husband and your son, Allah give them mercy with a beautifull died. I am not supprising that you did not crying, because both your son and your husband did not die, they still alive in jannah, aamiin...",0,So proud of you mom wish Allah give you strong just saying Alhamdulillah to your husband and your son Allah give them mercy with a beautiful died I am not surprising that you did not cry because both your son and your husband did not die they still alive in Hannah Damian
So can I put a wig and run with girls?,0,So can I put a wig and run with girls
"Sink the boats. After that, not our problem. They'll soon get the message.",0,Sink the boats after that not our problem they'll soon get the message
Should'¬Ä¬ôve set a bug bomb off and locked them in,0,Should've set a bug bomb off and locked them in
"seen the way the israelis treat the palestinians? slaughter on a weekly basis, very racist are the israelis to the point of genocide.",0,Seen the way the Israelis treat the Palestinians slaughter on a weekly basis very racist are the Israelis to the point of genocide
"Racism and nationalism is nothing but ignorance. Hence the hate, and cruelty",0,Racism and nationalism is nothing but ignorance hence the hate and cruelty
People with autism is so nice,0,People with autism is so nice
"People get views of a religion from other people opinion and deeds, just focus on yourself. This business is between you and your god. People who say islam is not peace, that's wrong. God didn't want this, it's not mentioned anywhere.",0,People get views of a religion from other people opinion and deeds just focus on yourself this business is between you and your good people who say Islam is not peace that's wrong god did not want this it is not mentioned anywhere
Our home-grown animals are infinitely preferable.,0,Our homegrown animals are infinitely preferable
One people. One nation. End migration.,0,One people one nation and migration
Ok so where the hell this Terrorist get guns and ammos??,0,Ok so where the hell this terrorist get guns and ammos
"Oh, I believe that 13 reasons why romanticises suicide. It's the ultimate expression of the high-drama line you will be sorry when I'm gone, and it's terrible. The suicide scene itself was disturbing, just not in the way it was probably intended to be. Thank you for this. I find that it's more difficult for real cases of mental illness to be taken seriously because of this stupid fad.",0,"oh, I believe that reasons why romanticizes suicide it is the ultimate expression of the high drama line you will be sorry when I am gone, and it is terrible the suicide scene itself was disturbing just not in the way it was probably intended to be thanked you for this I find that it is more difficult for real cases of mental illness to be taken seriously because of this stupid fad"
not true in saudia arabia women have freedom,0,Not true in Saudi Arabia women have freedom
My parents are homophobes. :(,0,My parents are homophobes
"My God, the cancer is spreading",0,"My god, the cancer is spreading"
"Let kids be kids for fucks sake ,",0,"Let kids be kids, for fuck's sake"
It's that nerdy guy from the polar express.,0,It is that nerdy guy from the polar express
"It's simple. Ask a person if they're Asian. If the first words out of their mouths are anything other than yes, they are not Asian",0,It is simple to ask a person if they are Asian if the first words out of their mouths are anything other than yes they are not Asian
It's killing me seeing gays treated like that,0,It is killing me seeing gays treated like that
Islam and Christianity have mixed for centuries so the idea that we cannot coexist is an ignorant idea.,0,Islam and Christianity have mixed for centuries so the idea that we cannot coexist is an ignorant idea
In the US that same game was called ten little Indians. I know.. It’s boring,0,In the US that same game was called ten little Indians I know it is boring
IM GAY AND FUCKING PROUD FUCK BITCHES LIKE THESE PEOPLE,0,I am gay and fucking proud fuck bitches like these people
"Im bisexual but im not looking to hook up with whatever. And i havent come out yet. Im scared, really scared.",0,I am bisexual but I am not looking to hook up with whatever and i haven't come out yet I am scared really scared
If your face was used on the inside of a jack-in-the-box there would be an epidemic of children dying from shock and disgust.,0,If your face was used on the inside of a jack-in-the-box there would be an epidemic of children dying from shock and disgust
"If you had a Winnie, even tinnie, and flat chest I would hire you miss. Now no way.",0,If you had a Winnie even Minnie and flat chest I would hire you miss now number way
If it takes you a year of interviewing to come to these very basic conclusions how brain washed do you have to be. Damn.,0,If it takes you a year of interviewing to come to these very basic conclusions how brainwashed do you have to be damn
"I'm beginning to doubt your accuracy, I mean violent Canadians? That's just absurd.",0,I am beginning to doubt your accuracy I mean violent Canadians that's just absurd
"I'm an Asian immigrant who came to the states when I was 16. Growing up and living in midwest, I did experience lots of racism last 20 yrs. It didnt matter to them how hard I worked to become a doctor, what kind of person I was, how much I contributed to the society... racism that I experienced was purely based on my skin color and accent. And I hate to say it but probably 80-90% of my unpleasant experience was by other minorities such as blacks, Hispanics and even other asians. Yes, some Asians actually treat white customers with more respect than other asian customers",0,I am an Asian immigrant who came to the states when I was growing up and living in Midwest I did experience lots of racism last yrs it did not matter to them how hard I worked to become a doctor what kind of person I was how much I contributed to the society racism that I experienced was purely based on my skin color and accent and I hate to say it but probably of my unpleasant experience was by other minorities such as blacks Hispanics and even other Asians yes some Asians actually treat white customers with more respect than other Asian customers
I would prefer a phallic world,0,I would prefer a phallic world
I would fucking kill Jared leto,0,I would fucking kill Jared Leto
"i think mental illness was romanticized for a long time already. Take an example from emos, tumblr and more. I think people are really influenced by famous people. It looks beautiful because celebrities seem to have a movie like life and people want to be special and end up being delusional.",0,I think mental illness was romanticized for a long time already take an example from emos Tumblr and more I think people are really influenced by famous people it looks beautiful because celebrities seem to have a movie like life and people want to be special and end up being delusional
I see the depression caused her to gain more weight.,0,I see the depression caused her to gain more weight
I read the title and immediately was ready to kill,0,I read the title and immediately was ready to kill
I like this lady. Seems like a role model for both men and women on how to have an open mind,0,I like this lady seems like a role model for both men and women on how to have an open mind
I hate white flour and white sugar. Are two of the three white deaths!!,0,I hate white flour and white sugar are two of the three white deaths
I get out the closet this weekend to some friends...,0,I get out the closet this weekend to some friends
"I can totally relate to this and it actually hurts, I'm also biracial white and afro-american",0,"I can totally relate to this, and it actually hurts I am also biracial white and Aframerican"
Huh kids like this with crazy eyes and weird moves lurking around are scary. Please mama of this creeper cuff him and sent him to an asylum ,0,"huh, kids like this with crazy eyes and weird moves lurking around are scary please mama of this creeper cuff him and sent him to an asylum"
Hit did not hit her she hit first and this is defense,0,Hit did not hit her she hit first and this is defense
Head looks like a big ass jelly bean,0,Head looks like a big ass jelly bean
HE SHOT THE KID!?!? HE SHOT THE EFFIN KID!!!! BOI YOU BETTER SLEEP WITH ONE EYE OPEN BECAUSE IMMA WHOOP YOUR STUPID LITTLE BUTT TILL YOU WISH YOU WERE NEVER BORN YA HERE ME!!!! WITHERED SHALL BE AVENGED!!!!,0,He shot the kid he shot the Effie kid BOI you better sleep with one eye open because I'm going to whoop your stupid little butt till you wish you were never born ya here me withered shall be avenged
he may be in a wheelchair but he's not at all bad looking! forget the trolls dude,0,"He may be in a wheelchair, but he is not at all bad looking forget the trolls dude"
He had a valid point. If your obese don't go out in public especially a all you can eat. Unless you want to see looks or hear remarks. Or just lose that weight. If you don't want to be a fat ass and you don't like what you look like change it.,0,"He had a valid point if you're obese do not go out in public especially an all you can eat unless you want to see looks or hear remarks or just lose that weight if you do not want to be a fat ass, and you do not like what you look like change it"
"Handsome woman, eww..",0,Handsome woman ewe
guy is low IQ af,0,Guy is low IQ AF
GUN SHOT INA YU HEAD! NO MERCY!,0,Gun shot Ina you head number mercy
Glenn is the type of Korean dude I’m fucking into. I love his weird eyes,0,Glenn is the type of Korean dude I am fucking into I love his weird eyes
"Get proper translators idiot, he didn’t say that",0,Get proper translators' idiot he did not say that
"Germans need to quit blaming themselves for the atrocities committed by the Nazi's. The same thing (shame) is happening here in the U.S. because of the past because of slavery and ""stealing"" the land from the Indians. People are getting sick of hearing that shit and the left is constantly saying how bad ""white"" Americans are.",0,Germans need to quit blaming themselves for the atrocities committed by the Nazis the same thing shame is happening here in the US because of the past because of slavery and stealing the land from the Indians people are getting sick of hearing that shit and the left is constantly saying how bad white Americans are
Fuck off corbyn... Die or retire..,0,Fuck off Corbyn die or retire
For the song thing I’m white but I’ll say the nigga word when I’m singing songs but if I’m with a black person and it’s making them uncomfortable or they ask me to stop I would out of respect.,0,"For the song thing I am white but I will say the night word when I am singing songs but if I am with a black person, and it is making them uncomfortable, or they ask me to stop I would out of respect"
feminism and Islam are of the same spirit,0,Feminism and Islam are of the same spirit
Every time that blonde lady talks I loose twenty brain cells,0,Every time that blonde lady talks I loose twenty brain cells
Even after just getting out of surgery you look like a bomb ass BITCHHH!! Love you and hope you'¬Ä¬ôre recovering fast!,0,Even after just getting out of surgery you look like a bomb ass bitch love you and hope you're recovering fast
does your little sister know you are wearing her clothes bitch tits?,0,Does your little sister know you are wearing her clothes bitch tits
Do people even care about the color of the persons skin or sexuality in a movie?Its just a bloody movie.,0,Do people even care about the color of the persons skin or sexuality in a movie its just a bloody movie
Do not kill people.,0,Do not kill people
Didn’t know shitted coloured like you could talk,0,Did not know shifted colored like you could talk
Did you use the ‚ÄúTan‚Äù or ‚ÄúDark‚Äù filter?,0,Did you use the Astana or Aargau filter
Dessert human garbage coming to eurabia,0,Dessert human garbage coming to Eurasia
Deport the fucking brainless worthless pieces of shit freeloaders after they are all shot,0,Deport the fucking brainless worthless pieces of shit freeloaders after they are all shot
Christianity and mostly every religion was told to accept one another and give them respect doesn't mean u have to change ur religion and ur opinion just give ur respect and they are equal to u and they are human,0,"Christianity and almost every religion was told to accept one another and give them respect doesn't mean you have to change you re religion and you re opinion just give you re respect, and they are equal to you and they are human"
Call that the Caitlyn Jenner syndrome.,0,Call that the Caitlyn Jenner syndrome
Black women are strong as hell,0,Black women are strong as hell
Beautiful pink dress. Your skin is so beautiful. Your face is so pretty. Your eyes are so sexy. Your lips are so sexy. Your lipstick is perfect.,0,Beautiful pink dress your skin is so beautiful your face is so pretty your eyes are so sexy your lips are so sexy your lipstick is perfect
b bl bla blac black or w wh whi white,0,bbl blab lac black or w WH who white
"as someone who professionally diagnosed with mental illnesses I find it disrespectful and disgusting making a profit off it. making jokes is a different story for me though, I make jokes to help me cope but there's a line between joking and being disrespectful.",0,"As someone who professionally diagnosed with mental illnesses I find it disrespectful and disgusting making a profit off it making jokes is a different story for me though I make jokes to help me cope, but there is a line between joking and being disrespectful"
"ANYONE who believes in religion blindly lacks the ability to critically think. Do you really want to follow rules made by people who can not critically think? Believe in your god, but have your own values.",0,Anyone who believes in religion blindly lacks the ability to critically think do you really want to follow rules made by people who can not critically think believe in your god but have your own values
And that's how black people can be peaceful,0,And that's how black people can be peaceful
"All people are brothers and sisters in humanity, religions separate the people unfortunately",0,All people are brothers and sisters in humanity religions separate the people unfortunately
"After using them as slaves for 100s of years and stealing their all natural resources ,now europe doesn't need them let them die .",0,After using them as slaves for of years and stealing their all natural resources now Europe doesn't need them let them die
Aaah its the mother's fault you guys dont know how hard to take care of autistic kids huh?,0,Ayah it is the mothers fault you guys do not know how hard to take care of autistic kids huh
 I'm not a Jewish enemy.,0,I am not a Jewish enemy
sons of bitches,0,Sons of bitches
how about you get real with your fake fucking selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit i cant stand fake fucking cowards who lie constantly and too much of a bitch to be honest,0,How about you get real with your fake fucking selves and tell the truth that the normal minded society are the ones being discriminated against you pieces of pig shit I cannot stand fake fucking cowards who lie constantly and too much of a bitch to be honest
Who was responsible for convincing these girls they were so pretty?,0,Who was responsible for convincing these girls they were so pretty
Go fucking kill yourself and die already useless ugly pile of shit scumbag,0,Go fucking kill yourself and die already useless ugly pile of shit scumbag
they are all fucking assholes,0,They are all fucking assholes
incoming racist people,0,Incoming racist people
during war discrimination is a military necessitywhen korematsus case reached the supreme court in october 1944 the attorneys for the government pointed to the constitutional war powers of congress and the president the government argued that the military must take all steps necessary to wage war successfully in the view of president roosevelt the war department and general dewitt the internment of all japanese issei and nisei was a military necessityand assuming we were at war with isis then rounding up isis would not be raciston december 18 1944 the supreme court decided 63 to uphold the conviction of korematsu the majority ruled only on his refusal to leave a prohibited military area and did not consider the constitutionality of the relocation camps justice hugo black writing for the majority fully accepted the views of general dewitt justice black also said that korematsu had not been forced from his home because of his race but because of the military urgency of the situation,0,During war discrimination is a military necessity when Korematsu case reached the supreme court in October the attorneys for the government pointed to the constitutional war powers of congress and the president the government argued that the military must take all steps necessary to wage war successfully in the view of president Roosevelt the war department and general Dewitt the internment of all Japanese idea and nisei was a military necessity and assuming we were at war with Isis then rounding up Isis would not be racist on December the supreme court decided to uphold the conviction of Korematsu the majority ruled only on his refusal to leave a prohibited military area and did not consider the constitutionality of the relocation camps justice Hugo black writing for the majority fully accepted the views of general Dewitt justice black also said that Korematsu had not been forced from his home because of his race but because of the military urgency of the situation
Drink Bleach.,0,Drink bleach
ive been trying to figure out which common american voter is more uniformed republican or democrat for years democrats do any of you have the slightest clue that obama has deported more mexicans than any other president in history,0,I have been trying to figure out which common American voter is more uniformed republican or democrat for years democrats do any of you have the slightest clue that Obama has deported more Mexicans than any other president in history
if they hide in the engine they would get killedthat is a stupid way they can smuggle into another country,0,If they hide in the engine they would get killed that is a stupid way they can smuggle into another country
jon snow the king in the north thank you for uploading this i have one small complaint he is only talking about deporting illegal immigrants not immigrants in general your title might mislead the less informed,0,Jon Snow the king in the north thank you for uploading this I have one small complaint he is only talking about deporting illegal immigrants not immigrants in general your title might mislead the less informed
"Your life isn't that wonderful. That room tells me that you're clearly an alcoholic, and you drink shit beer. Maybe stop wasting your money on shit like that Apple watch, and you could afford some clothes that dont come from Walmart, and get someone other than your mom to cut your hair.",0,"Your life is not that wonderful that room tells me that you're clearly an alcoholic, and you drink shit beer maybe stop wasting your money on shit like that Apple Watch, and you could afford some clothes that do not come from Walmart and get someone other than your mom to cut your hair"
You make me wanna hit the gym. Thicker than a damn snicker dammit!,0,You make me want to hit the gym thicker than a damn snicker dammit
only people to come in must be able to contribute to society not a drain on us must be able to support themselves with a trade we do not need people living off the rest of us,0,Only people to come in must be able to contribute to society not a drain on us must be able to support themselves with a trade we do not need people living off the rest of us
You should use your time to arrest murderers not little kids,0,You should use your time to arrest murderers not little kids
you should talk with people of different races from different countries,0,You should talk with people of different races from different countries
You look like you kill bees for fun,0,You look like you kill bees for fun
You look like Harry Potter if he stayed under the stairs,0,You look like Harry Potter if he stayed under the stairs
"You look kinda dead inside, you parents must not haved loved you. ",0,You look kinda dead inside you parents must not had loved you
You have the grace and composure of a rabid hyena,0,You have the grace and composure of a rabid hyena
You deserve way more subscribers . The shit you say is fucking gold.,0,You deserve way more subscribers the shit you say is fucking gold
You can see the country is fertile and green.  just need the right governance,0,You can see the country is fertile and green just need the right governance
"you are a great brother to abbie, that family is changing the world! ",0,You are a great brother to Abbie that family is changing the world
You are a brave man.........for letting them keep the comments enabled,0,You are a brave manor letting them keep the comments enabled
You all should listen to Bill Warner PhD.....Foremost expert on Islam,0,You all should listen to bill Warner foremost expert on Islam
"WTF this teacher should be expelled. That's no way to treat a disabled kid, specially an autistic one!",0,WTF this teacher should be expelled that's number way to treat a disabled kid specially an autistic one
Wtf I thought you had only one sibling,0,WTF I thought you had only one sibling
Wow. For some reason I clicked on this. I couldn' make it through 30 seconds.,0,"wow, for some reason I clicked on this i couldn't make it through seconds"
Wow why are these comments soo cruel and people muslims are like other religions and we should respect it!  WE NEED RIGHTS FOR MUSLIMS!!!!,0,"wow, why are these comments so cruel and people Muslims are like other religions, and we should respect it we need rights for Muslims"
Wow this voice and reading is the best thing in my life!!!!,0,"wow, this voice and reading is the best thing in my life"
Women are equally as strong as men.    They should be able to defend themselves.,0,Women are equally strong as men they should be able to defend themselves
Why the fuck would you ask Trump?,0,Why the fuck would you ask trump
"why is it censored, why does todays generation get butt hurf and offended so easily, if u dont like it, keep walking then! this use to be a free country but its going down the toilet now.",0,"Why is it censored why does today's generation get butt hurt and offended so easily if you do not like it keep walking then this use to be a free country, but it is going down the toilet now"
Why don't they have their own games?,0,Why do not they have their own games
why am i watching this,0,Why am I watching this
Who gives a damn we have the ability an the freedom to b whoever the fuck we want to b,0,Who gives a damn we have the ability and the freedom to b whoever the fuck we want to b
Who ever disliked this video should be ashamed of them selfs,0,Who ever disliked this video should be ashamed of them selves
White chocolate and raspberry :),0,White chocolate and raspberry
When your squad is complete shit in PUBG,0,When your squad is complete shit in PUBG
When you find out he has a girlfriend,0,When you find out he has a girlfriend
When u two getting married? Kid in mind?,0,When you two getting married kid in mind
When she said ' You complete me' I lost my shit.,0,When she said you complete me I lost my shit
When pain is a relief then something must be wrong,0,When pain is a relief then something must be wrong
When lift your arms do your ‚Äúboobs‚Äù go away? They look like mosquito bites and I feel like you were trying for the ‚Äòhot librarian' look but ended up with the ‚Äòold librarian' look.,0,When lift your arms do your äúboobsäù go away they look like mosquito bites and I feel like you were trying for the shot librarian look but ended up with the good librarian look
"When I was a kid I was never rough with girls. However, I was scratched, bitten and pushed by girls. I still have a small scar from one such incident.",0,When I was a kid I was never rough with girls however I was scratched bitten and pushed by girls I still have a small scar from one such incident
"When are people going to stop asking, “Why are they only coming out &amp saying something now?”    If you have not been sexually,( mentally & emotionally) abused as a child, by an adult You are not going to understand their reasons. If they tell you why, LISTEN!!  Stop asking “Why now?”   One reason victims don't come forward when YOU THINK they should, is bc no one will believe them. Not all cases, a lot of use are like that though. All situations are different with different types of people involved, We all have our reasons. If you're not going to listen, stop asking. You're choosing to be ignorant. Being sexually abused & ALL that comes with it, psychological abuse etc. Forever changes you, You're forever damaged & it can never be undone. Instead of looking at victims as a group, look at them & their story as their own. They're not all the same, & we will not all do the same thing after the damage has been done.",0,When are people going to stop asking why are they only coming out amp saying something now if you have not been sexually mentally emotionally abused as a child by an adult you are not going to understand their reasons if they tell you why listen stop asking why no one reason victims do not come forward when you think they should is bc number one will believe them not all cases a lot of use are like that though all situations are different with different types of people involved we all have our reasons if you're not going to listen stop asking you're choosing to be ignorant being sexually abused all that comes with it psychological abuse et cetera forever changes you you're forever damaged it can never be undone instead of looking at victims as a group look at them their story as their own they are not all the same we will not all do the same thing after the damage has been done
when  a handsome man marries a man ..we are only bite fingers,0,When a handsome man marries a man we are only bite fingers
whats the big deal mexico has immigration laws and policies they deport people all the time nothing is said or done yet when the united states chooses to enforce its immigration laws and policies people become shocked and outraged,0,What is the big deal Mexico has immigration laws and policies they deport people all the time nothing is said or done yet when the United States choose to enforce it is immigration laws and policies people become shocked and outraged
What type of question it is???????,0,What type of question it is
What happened to rap? This right here.... This is rap ,0,What happened to wrap this right here this is rap
What episode number was this?,0,What episode number was this
what civilized and nice cops,0,What civilized and nice cops
What about bombs? Are you crazy? Go fuck yourself. Don't talk about such shits,0,What about bombs are you crazy go fuck yourself do not talk about such shits
"What a wonderful Angel wife. She is sooo beautiful inside and out. And he is very nice man too. This lady and a lady she is , has the most beautiful laughter i have ever heard in my whole life. This couple is what love is made of. Thankyou for this wonderful video.",0,"What a wonderful angel wife she is soon beautiful inside and out, and he is very nice man to this lady and a lady she is having the most beautiful laughter I have ever heard in my whole life this couple is what love is made of thank-you for this wonderful video"
What a luck girl she is! I wish I was just that lucky,0,What a luck girl she is I wish I was just that lucky
"well, looks like its time to have another child",0,Well looks like it is time to have another child
Well this comment sections pretty... mental,0,Well this comment sections pretty mental
"Well I'm an woman and I was born in Guatemala, Em... I dont see anything wrong with Guatemala.",0,Well I am a woman and I was born in Guatemala em I do not see anything wrong with Guatemala
We'll walk right up to the sun hand in hand..,0,Well walk right up to the sun hand in hand
We were taught as kids to not hit ANYONE. When did that go out the window?,0,We were taught as kids to not hit anyone when did that go out the window
We aren't allowed to roast 12 year olds,0,We are not allowed to roast year olds
We are not these bodies. We are spirit souls.,0,We are not these bodies we are spirit souls
Way to go Dr. Peterson! You hit the nail on the head!,0,Way to go doctor Peterson you hit the nail on the head
War is over they should go back home. Or not,0,War is over they should go back home or not
Wallmart employees are cunts. Hate them all,0,Walmart employees are cunts hate them all
Wait did the tiger get shot?,0,Wait did the tiger get shot
Video games without cars are awful. Piece of shits ,0,Video games without cars are awful piece of shits
Victimizing yourself doesn’t help,0,Victimizing yourself doesn't help
"Very sad for those people. i was a young boy in the 90s when Ceausescu fell in Romania and the inflation skyrocketed.  But here they are on another level and looks like there is no end soon. How can this happen to one of the richest country in the world? Venezuela has the largest resource of oil in the world. When you look at Qatar, UAE, Saudi Arabia they done miracles. It looks like is not enough to have oil, you have to know what to do with it.",0,Very sad for those people I was a young boy in when Ceausescu fell in Romania and the inflation skyrocketed but here they are on another level and looks like there is number end soon how can this happen to one of the richest countries in the world Venezuela has the largest resource of oil in the world when you look at Qatar UAE Saudi Arabia they're done miracles it looks like is not enough to have oil you have to know what to do with it
